Reference Number,description,Assigned to,Assignment Group,Affected Service/CI,Affected Service/CI Category,Affected Service/CI Subcategory,Closed Date,Created,Created by,Task Summary,Closed by,Closure Code,Closure Code 2
INC0022299287,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - CPU load is very high for ldavg-5 for a long time: 14289260.96, on node 172.18.132.158 - Event ID:0242ac11-000e-b27b-11ec-ea9a952efbbf",Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,12 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022307093,Perf/CPU / Perf/CPU / Perf/CPU / threshold of low CPU idle not met: current value 0.000000 - Event ID:0242ac11-0015-bb1f-11ec-eb3ddaf8499d,Salkar Omkar,DBSP-INT-NGCS-TIER2-ZENOSS,nj3aiozcopr0103.us.db.com,,,,13 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022307058,Perf/CPU / Perf/CPU / Perf/CPU / threshold of low CPU idle not met: current value 0.000000 - Event ID:0242ac11-0015-bb1f-11ec-eb3c75587833,Salkar Omkar,DBSP-INT-NGCS-TIER2-ZENOSS,nj3aiozcopr0103.us.db.com,,,,13 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022307866,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-eb66e69c7ebe,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022307127,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-eb3f2ed969d0,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022306447,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-eb28f7787b29,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022306034,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-eb2147faf5a8,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022303788,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-eafd3f04d742,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022301454,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR1006 - Average CPU load on Controller VM 172.18.96.201 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-eae32ceedcda,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1006.de.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022300332,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCBNTXAHVPR1006 - Average CPU load on Controller VM 172.18.96.201 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-eacd994a960a,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr1006.de.db.com,,,,13 June 2022,zip_interface,,,Hardware,Not Listed
INC0022307714,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0514 - CPU load is very high for ldavg-5 for a long time: 2272247.75, on node 172.31.104.125 - Event ID:0242ac11-0015-bb1f-11ec-eb5dede61fce",Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0514.us.db.com,,,,13 June 2022,zip_interface,,,,
INC0022308274,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / NJ3NTXAHVPR0514 - Average CPU load on Controller VM 172.31.104.125 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0015-bb1f-11ec-eb804cb823db,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0514.us.db.com,,,,14 June 2022,zip_interface,,,Hardware,Not Listed
INC0022315900,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-ec1c090080b8,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,14 June 2022,zip_interface,,,Hardware,Not Listed
INC0022309995,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-ebacca957f45,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,14 June 2022,zip_interface,,,Hardware,Not Listed
INC0022308913,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - Average CPU load on Controller VM 172.18.132.158 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-eb9a9f53c207,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,14 June 2022,zip_interface,,,Hardware,Not Listed
INC0022308816,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / DSJNTXAHVPR0802 - CPU load is very high for ldavg-5 for a long time: 6501840.24, on node 172.18.132.158 - Event ID:0242ac11-000e-b27b-11ec-eb97f79f646d",Vishal Ankolekar,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxahvpr0802.sg.db.com,,,,14 June 2022,zip_interface,,,Capacity,CPU Load
INC0022320004,"Nutanix/Alert / License Invalid / SystemIndicator License / CDCNTXCLSPR1401 - Licensed capacity is less than cluster capacity. Licensed CPU Cores: 912, Cluster CPU Cores: 1008, Licensed SSD Tebibytes: 442.46, Cluster SSD Tebibytes: 443.23 - Event ID:0242ac11-0007-af61-11ec-ec8c1fa9c994",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1401.uk.db.com,,,,15 June 2022,zip_interface,,,Hardware,Not Listed
INC0022323813,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / NJ3NTXCLSPR0501 - Dynamic scheduling failure. Detected total 22 anomalies: 1) Detected CPU contention on host: NJ3NTXAHVPR0522 2) Detected CPU contention on host: NJ3NTXAHVPR0521 3) Detected CPU contention on host: NJ3NTXAHVPR0520 4) Detected CPU contention on host: NJ3NTXA - Event ID:0242ac11-0015-bb1f-11ec-eceb0d18ee22,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0501.us.db.com,,,,15 June 2022,zip_interface,,,Hardware,Not Listed
INC0022322814,Nutanix/Alert / Dynamic scheduling failure. / Performance Cluster / NJ3NTXCLSPR0301 - Dynamic scheduling failure. Detected total 13 anomalies: 1) Detected CPU contention on host: NJ3NTXAHVPR0307 2) Detected CPU contention on host: NJ3NTXAHVPR0306 3) Detected CPU contention on host: NJ3NTXAHVPR0304 4) Detected CPU contention on host: NJ3NTXA - Event ID:0242ac11-0015-bb1f-11ec-ecb9669f3f05,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0301.us.db.com,,,,15 June 2022,zip_interface,,,Hardware,Not Listed
INC0022324068,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCNNTXAHVPR1515 - Average CPU load on Controller VM 172.18.105.142 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-ecfafb1fb0e3,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1515.de.db.com,,,,15 June 2022,zip_interface,,,Hardware,Not Listed
INC0022323954,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCNNTXAHVPR1515 - Average CPU load on Controller VM 172.18.105.142 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-ecf58a846dbe,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1515.de.db.com,,,,15 June 2022,zip_interface,,,Hardware,Not Listed
INC0022323190,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCNNTXAHVPR1515 - Average CPU load on Controller VM 172.18.105.142 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-ecc6d3fa7910,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1515.de.db.com,,,,15 June 2022,zip_interface,,,Hardware,Not Listed
INC0022324025,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / NJ3NTXAHVPR0703 - CPU load is very high for ldavg-5 for a long time: 6176899.16, on node 172.31.104.169 - Event ID:0242ac11-0015-bb1f-11ec-ecf828ed2f66",Girish Rajanal,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0703.us.db.com,,,,15 June 2022,zip_interface,,,,
INC0022325830,"Nutanix/Alert / License Invalid / SystemIndicator License / WDCNTXCLSPR1301 - Licensed capacity is less than cluster capacity. Licensed CPU Cores: 912, Cluster CPU Cores: 1008, Licensed SSD Tebibytes: 442.46, Cluster SSD Tebibytes: 449.11 - Event ID:0242ac11-0007-af61-11ec-ed3eeddcac14",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr1301.uk.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022331181,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - Average CPU load on Controller VM 172.18.128.64 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-edbd25726b7e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022330557,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - Average CPU load on Controller VM 172.18.128.64 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-ed9abfd38680,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022330075,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - Average CPU load on Controller VM 172.18.128.64 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-ed8a1d3fc179,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022328945,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - Average CPU load on Controller VM 172.18.128.64 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-ed72f5bb73bd,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022327306,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - Average CPU load on Controller VM 172.18.128.64 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-000e-b27b-11ec-ed546927bb7b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022330776,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCNNTXAHVPR1515 - Average CPU load on Controller VM 172.18.105.142 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-eda6e082b8d3,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1515.de.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022327627,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCNNTXAHVPR1515 - Average CPU load on Controller VM 172.18.105.142 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-ed5902aee046,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1515.de.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022326269,Nutanix/Alert / CPU Average Load Critically High on Controller VM {ip_address} / SystemIndicator ControllerVM / DCNNTXAHVPR1515 - Average CPU load on Controller VM 172.18.105.142 is critically high (above critical average load threshold value 100) - Event ID:0242ac11-0007-aa67-11ec-ed452bdbe41f,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1515.de.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022324794,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - CPU load is very high for ldavg-5 for a long time: 29242235.96, on node 172.18.128.64 - Event ID:0242ac11-000e-b27b-11ec-ed227f371541",Dharam Prasad,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,,
INC0022324261,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / KCHNTXAHVPR0307 - CPU load is very high for ldavg-5 for a long time: 16108454.56, on node 172.18.128.64 - Event ID:0242ac11-000e-b27b-11ec-ed07f0b350c1",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0307.sg.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022325041,"Nutanix/Alert / CPU Average Load critically high for a long time on CVM {cvm_ip} / SystemIndicator ControllerVM / 2PKNTXAHVPR2407 - CPU load is very high for ldavg-5 for a long time: 39437739.83, on node 172.31.110.66 - Event ID:0242ac11-0015-bb1f-11ec-ed2ebefa35ac",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr2407.us.db.com,,,,16 June 2022,zip_interface,,,Hardware,Not Listed
INC0022223721,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.217.118.57. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-aa67-11ec-e148a24e2d33,Binod Maurya,DBSP-INT-NGCS-TIER2-CITRIX,dcnctxcccpr0105.de.db.com,,,,01 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022246299,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.216.118.53. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-aa67-11ec-e3a3868e26f5,Yogesh Dandwate,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0201.de.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022248244,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.212.124.92. Ensure reverse DNS is correct. - Event ID:0242ac11-0015-bb1f-11ec-e4051fd38d57,Satyanarayana Chilakapati,DBSP-INT-NGCS-TIER2-CITRIX,2pkctxsfspr0201.us.db.com,,,,04 June 2022,zip_interface,,,Configuration,Non OS File-Edit
INC0022253006,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.216.118.55. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-aa67-11ec-e5360991fe4a,Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0203.de.db.com,,,,06 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022254752,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.212.124.86. Ensure reverse DNS is correct. - Event ID:0242ac11-0015-bb1f-11ec-e5674d2eafb6,Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,2pkctxcccpr0203.us.db.com,,,,06 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022287204,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.232.244.42. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-af61-11ec-e885f42e1d64,Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,cdcctxcccpr0210.uk.db.com,,,,10 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022287444,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.213.148.91. Ensure reverse DNS is correct. - Event ID:0242ac11-0015-bb1f-11ec-e889c72c857a,Satyanarayana Chilakapati,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxsfspr0101.us.db.com,,,,10 June 2022,zip_interface,,,Configuration,Non OS File-Edit
INC0022294351,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.235.244.33. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-af61-11ec-e959c94f47dd,A Venkataramanaiah,DBSP-INT-NGCS-TIER2-CITRIX,wdcctxcccpr0101.uk.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022293445,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.232.244.33. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-af61-11ec-e92b75495bfd,Praveen-Kumar Dhanalakota,DBSP-INT-NGCS-TIER2-CITRIX,cdcctxcccpr0201.uk.db.com,,,,11 June 2022,zip_interface,,,Access,Services Restarted
INC0022294104,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.216.118.58. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-aa67-11ec-e95073206155,Robin Chandrasekar,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0206.de.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022294103,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.216.118.53. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-aa67-11ec-e950729ba0f4,Robin Chandrasekar,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0201.de.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022294161,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.213.148.90. Ensure reverse DNS is correct. - Event ID:0242ac11-0015-bb1f-11ec-e954ca089f6f,Robin Chandrasekar,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxnlcpr0101.us.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022299099,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.208.5.41. Ensure reverse DNS is correct. - Event ID:0242ac11-000e-b27b-11ec-ea8e98337f2e,Binod Maurya,DBSP-INT-NGCS-TIER2-CITRIX,dsjctxnlcpr0201.sg.db.com,,,,12 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022299926,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.235.244.48. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-af61-11ec-eabeaaca6824,Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,wdcctxnlcpr0101.uk.db.com,,,,13 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022299752,Status/Kerberos / Status/Kerberos / KerberosFailure / Server not found in Kerberos database: Attempted to get ticket for HTTPS@10.216.118.54. Ensure reverse DNS is correct. - Event ID:0242ac11-0007-aa67-11ec-eab624e111ec,Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0202.de.db.com,,,,13 June 2022,zip_interface,,,No Fault Found,False Alert
